user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays
charliemcj,6605038396811476997,6925986046945676550,impressions are my thing now,1612581806,14,https://www.tiktok.com/@charliemcj/video/6925986046945676550?lang=en,70800,4266,429,317300
cassidy_rankin,6669130154294722565,6918398171085311237,😂🥴🤪 #boyfriend #SeaShanty #HomeImprovement #boyfriendcheck #bf #fyp #featureme,1610815114,13,https://www.tiktok.com/@cassidy_rankin/video/6918398171085311237?lang=en,102900,9120,747,878200
madisonyrannals,6735268389469930501,6926122507632184581,#fyp #potterytok @ madisonyoshimi 🍶🍶🍶,1612613581,10,https://www.tiktok.com/@madisonyrannals/video/6926122507632184581?lang=en,65500,784,613,240500
brookepeterson13,6808335551042094086,6925923667293539590,Make your cinnamon rolls however you like them 🙃 but these were so bomb haha thank you to everyone who gave me ✨kind✨ tips 🙌🏻 #cinnamonroll,1612567278,17,https://www.tiktok.com/@brookepeterson13/video/6925923667293539590?lang=en,1400000,18500,7445,7200000
oatmilkbimbo,6655437389085671430,6916666425058839814,lemme put u guys on bc this is sumn different,1610411911,59,https://www.tiktok.com/@oatmilkbimbo/video/6916666425058839814?lang=en,3103,32,66,14800
taylerbradford,6842828394750624773,6915182490223136005,Reply to @paightonrose Elevator pitch template coming tomorrow for you aspiring career queeeens 👑✨ #interviewtips #careertips #careertiktok,1610066404,15,https://www.tiktok.com/@taylerbradford/video/6915182490223136005?lang=en,326,10,4,4454
fiorella.del,6738473281915634693,6925896700758412550,Outfit of the day 🖤 #ootd #outfitinspo #outfitinspiration #blackoutfitinspo,1612560998,5,https://www.tiktok.com/@fiorella.del/video/6925896700758412550?lang=en,20500,139,111,129000
plumesweets,6701856474110559237,6925848090863750405,"another day, another cake. happy Friday my dudes #fy #fyp #baking #cake #PepsiHalftimeChallenge #GetReadyWithOldSpice #cottagecore",1612549700,29,https://www.tiktok.com/@plumesweets/video/6925848090863750405?lang=en,164700,11200,972,760600
bettinianita,91708839032446976,6924780907924704517,chi come me😅 #fyp,1612301207,7,https://www.tiktok.com/@bettinianita/video/6924780907924704517?lang=en,432900,15400,5038,2400000
wonsulting,6800231799425319942,6918058618944359685,Reply to @techpod POV: you’re scared of asking for a referral when networking. We got you👀💡#fyp #wonsulting #jobtips #interviewtips,1610736056,59,https://www.tiktok.com/@wonsulting/video/6918058618944359685?lang=en,6002,309,46,57100
fridaosuna,905438,6925878075716619526,Sorry I’m obsessed #PepsiHalftimeChallenge #PupPeroniShuffle #GetReadyWithOldSpice #fyp #dress #dresstok #foryoupage,1612556659,15,https://www.tiktok.com/@fridaosuna/video/6925878075716619526?lang=en,167600,3094,834,1300000
tracesoats,6895370029517636614,6925810029014568197,Reply to @poopymuncher69 Follow for more oat content!  #oat #oats #oatmeal #oated #oatmealrecipes #oatmealrecipe #oattok #oattiktok #oatmealtiktok,1612540819,23,https://www.tiktok.com/@tracesoats/video/6925810029014568197?lang=en,137700,3115,778,935900
kates_customs_embroidery,6800114076430730245,6925503971918433541,Comment if you’d like to see how I use it 💕 #sewinghacks #embroiderytips #embroideryhacks #learnembroidery #freehandembroidery #sewingtips,1612469558,28,https://www.tiktok.com/@kates_customs_embroidery/video/6925503971918433541?lang=en,8816,287,137,54600
carefullypicked,6767123644146648069,6925859923926453510,Welcome home. #interiordesign #interior #vintagefurniture #vintage #livingroom,1612552435,11,https://www.tiktok.com/@carefullypicked/video/6925859923926453510?lang=en,6309,136,94,42900
cafemaddy,6567095727352479745,6925818574825082117,"where else have you heard ""bibim"" ? 🙂 #koreanlesson #koreanlearning #korean #koreanlessons #koreantiktok #koreangirl #bibim #asmr #foodie",1612542809,58,https://www.tiktok.com/@cafemaddy/video/6925818574825082117?lang=en,11500,66,79,54500
virgofro,6859669528999183365,6925464472689609990,#couples #coupleschallenge #fun #blacklove #funny #relationship #relatable,1612460360,10,https://www.tiktok.com/@virgofro/video/6925464472689609990?lang=en,347700,21700,1737,3100000
rogerwh0,5323866,6922987954730274053,Reply to @arevceline #bedroommakeover #newroommakeover #interiordesign,1611883757,58,https://www.tiktok.com/@rogerwh0/video/6922987954730274053?lang=en,323500,472,2119,1500000
kamanabhaskaran,6756721536700253190,6925601210397478149,#desi #desihacks #cleaningtiktok #cleaninghacks #cleaningtips #kitchenhacks #kitchengoals #diycleaning#greencleaning #kitchengoals #hackstiktok #clean,1612492205,29,https://www.tiktok.com/@kamanabhaskaran/video/6925601210397478149?lang=en,348100,11100,733,1700000
yolob1tch69,85115778659684352,6925196717373672709,smh like it’s my pvs and i’m still embarrassed😭🤚,1612398024,8,https://www.tiktok.com/@yolob1tch69/video/6925196717373672709?lang=en,329000,12100,6522,1000000
fiorella.del,6738473281915634693,6925589213052210437,This is a sign to match fits with your bffs 🤍,1612489409,7,https://www.tiktok.com/@fiorella.del/video/6925589213052210437?lang=en,46100,551,398,222100
mollybrooks21,6646097668505026565,6925747015989087494,credit @austinnziegler #fyp #foryou #emojis #vibe #trend #andifyouregonnacallmeabitch #personality #girls,1612526159,7,https://www.tiktok.com/@mollybrooks21/video/6925747015989087494?lang=en,1215,10,217,14200
debbiestpierre,6775145633810711553,6914719301756931333,1991 in the HOUSE #fyp #foryou #badmomsoftiktok,1609958562,16,https://www.tiktok.com/@debbiestpierre/video/6914719301756931333?lang=en,91700,831,498,865600
addyurdaddy,6614540672325304325,6919994999325150470,hello im back guys HRU?!,1611186905,15,https://www.tiktok.com/@addyurdaddy/video/6919994999325150470?lang=en,146400,343,366,554200
liltwink,6659926168920457221,6925594184317553926,Reply to @neyssamarie IMO the design concept is ahead of its time >.< #genderlessfashion #fyp #depopsellers #depopseller,1612490567,46,https://www.tiktok.com/@liltwink/video/6925594184317553926?lang=en,29000,163,174,113500
witti.indi,6698116886506685446,6925152308028312837,#greenscreen LMAOO this is just for fun btw you don’t have to confirm #GetReadyWithOldSpice #ThisorThatSBLV #astrology #zodiac #thezodiac #starbucks,1612387680,59,https://www.tiktok.com/@witti.indi/video/6925152308028312837?lang=en,388500,3676,8562,1600000
lifeaschristina,6748840752737059846,6925458281926348038,new couch came in! such a great dupe for the restoration hardware cloud couch. #homedecorinspiration #cloudcouchdupe #interiordesign #minimalisthome,1612458921,10,https://www.tiktok.com/@lifeaschristina/video/6925458281926348038?lang=en,102900,4324,575,914000
evathefreakindiva,6700015812709139462,6925562652051787014,Quick turn of events,1612483223,12,https://www.tiktok.com/@evathefreakindiva/video/6925562652051787014?lang=en,4700000,35000,50200,18200000
rootedinspice,6876150064461988870,6925598582712093958,I discovered mini penne so here we are 😕 #fetapasta #blackgarlic  #unnifetapasta #easyrecipes #vegetarianrecipes,1612491592,30,https://www.tiktok.com/@rootedinspice/video/6925598582712093958?lang=en,495000,10800,3147,2900000
marieflaniganinteriors,6811945141529641989,6925510431129799941,#Kitchen finish details! We faux finished the outlet to match the #tile and added a shelf to keep counters #clutterfree ❤️ #fyp #homerenovation,1612471061,9,https://www.tiktok.com/@marieflaniganinteriors/video/6925510431129799941?lang=en,10900,310,93,229600
amanda.steele24,6760606122929259525,6925223341716507909,i scared myself,1612404223,15,https://www.tiktok.com/@amanda.steele24/video/6925223341716507909?lang=en,43000,81,129,291500
zoesunshinegirl,7560219,6925199780301917445,pov: you’re stacy #fyp #foryou #xyzbca #rickandmorty #tink,1612398737,28,https://www.tiktok.com/@zoesunshinegirl/video/6925199780301917445?lang=en,277100,2899,2338,1400000
erickunboxes,6891684237645677573,6925575884002905350,#funko #pakapaka #gachapon #kawaii #hottopic #mini #food #toy #unboxing #art #designertoys #GetReadyWithOldSpice #ThisorThatSBLV #PupPeroniShuffle,1612486304,18,https://www.tiktok.com/@erickunboxes/video/6925575884002905350?lang=en,84200,1860,405,344500
elblakee,6618587683646783493,6925606970586074374,it’s not quite done yet but here is it #fyp,1612493545,12,https://www.tiktok.com/@elblakee/video/6925606970586074374?lang=en,146000,2354,1031,637000
yessidothecookingg,6905802794365142021,6925221533346532613,Need a cute date idea for Valentine’s Day? Make this homemade ravioli!! The process is soo fun & delicious!#GetReadyWithOldSpice #vegetarian #ravioli,1612403803,48,https://www.tiktok.com/@yessidothecookingg/video/6925221533346532613?lang=en,112700,3791,492,611400
randalll000,6572282462726373382,6925559689249819910,this shi be making me feel mad uncomfortable lmao like put yo clothes back on dr phil,1612482533,9,https://www.tiktok.com/@randalll000/video/6925559689249819910?lang=en,28400,258,404,124000
sincerelyjerry,6610868235654414342,6925577900913691910,does anyone still make music like this... asking for a friend 👀 #fyp #foryoupage #emophase #viral #GetReadyWithOldSpice,1612486809,20,https://www.tiktok.com/@sincerelyjerry/video/6925577900913691910?lang=en,66100,1705,484,418300
swagbot911,6860147581239641094,6924094230537325829,i’m holding back so much rn,1612141331,15,https://www.tiktok.com/@swagbot911/video/6924094230537325829?lang=en,7653,216,154,32300
kokoandsymba,6766114860617417734,6925255817654586630,Jus my bf? Ok😕 #fyp #foryou #boyfriend #relatable #viral,1612411795,18,https://www.tiktok.com/@kokoandsymba/video/6925255817654586630?lang=en,344800,12900,6263,2000000
tracesoats,6895370029517636614,6925440051597921541,Reply to @noahwakefield5303 That baked oats smell   #oat #oats #oatmeal #oated #oatmealrecipes #oatmealrecipe #oattok #oattiktok #oatmealtiktok,1612454677,28,https://www.tiktok.com/@tracesoats/video/6925440051597921541?lang=en,683700,17900,5509,3600000
brandiharvey123,6776289962465477637,6925379258378505478,#morningroutine #tiktok #fyp,1612440537,40,https://www.tiktok.com/@brandiharvey123/video/6925379258378505478?lang=en,2500000,139300,17000,10800000
ivyshitsbricks,6810180033333019654,6925439377497787654,"My luv :,))) #girlfriend #girlboss #hotgirl #PupPeroniShuffle",1612454521,9,https://www.tiktok.com/@ivyshitsbricks/video/6925439377497787654?lang=en,99300,7821,612,386200
allyyfreeze,6716859473828611077,6925462106166938886,#fyp #GetReadyWithOldSpice,1612459811,8,https://www.tiktok.com/@allyyfreeze/video/6925462106166938886?lang=en,128000,9709,4586,614900
allisengrace,6629451553193541637,6925471350702345478,possible tw but this trend makes me laugh so hard but hi i’m getting better,1612461963,6,https://www.tiktok.com/@allisengrace/video/6925471350702345478?lang=en,24800,212,242,106900
pelican0,6674776484022174725,6924794311657704710,#parati #esl,1612304328,28,https://www.tiktok.com/@pelican0/video/6924794311657704710?lang=en,2763,82,136,12800
meryfnmaldonado,6622311729270816774,6925192524189535493,Pt.2 cause why not💕💕 #GetReadyWithOldSpice #teacher #casualfriday,1612397047,31,https://www.tiktok.com/@meryfnmaldonado/video/6925192524189535493?lang=en,164000,1476,1553,597200
moribyan,6684052908105942022,6925129009223240965,Reply to @sbetow2 Take a break from the feta pasta and learn how to make some juicy chicken! #chicken #fyp #foryou #ThisorThatSBLV #recipe,1612382254,34,https://www.tiktok.com/@moribyan/video/6925129009223240965?lang=en,527500,10400,1025,2800000
clawdialewis,6731372307497223173,6924552875209280773,hehehe maybe #fyp #zodiac #enneagram #foryou #ThisorThatSBLV #ravenclaw,1612248147,18,https://www.tiktok.com/@clawdialewis/video/6924552875209280773?lang=en,272,0,66,6130
morenobrovvn,325236,6922659196165016837,#stitch with @slimms_the_name is this outta pocket or nah #stict h #pegging #kink,1611807218,21,https://www.tiktok.com/@morenobrovvn/video/6922659196165016837?lang=en,61200,1743,918,245700
kittysmatrix,6798212422748161029,6925196804992666886,#stitch with @opaleyes369 FLEECE GANG tell me she isnt perfect 😏 #fleece,1612398044,30,https://www.tiktok.com/@kittysmatrix/video/6925196804992666886?lang=en,2709,22,143,13700
sophiadel,19012093,6925179420420459781,tanya might not be depressed but she is a sociopath😆,1612393995,12,https://www.tiktok.com/@sophiadel/video/6925179420420459781?lang=en,65000,341,437,240500
skitchsinatra,6781887915883643910,6923754386623597830,The hood/beanie combo was key🔥#greenscreen #EmoPhase #BringMeTheHorizon #NeverShoutNever #EmoKid #GEICOLipSync #Fyp #Emo #ForYouPage #FeelingGood,1612062205,21,https://www.tiktok.com/@skitchsinatra/video/6923754386623597830?lang=en,17700,807,513,79400
skyecolefit,6784219345570808838,6925062747965148422,Reply to @kimyvillanueva Smith machines have safety locks on them 😊 Have a spotter the first time you try this!💓#workoutsforwomen #fitness #gymtok,1612366830,30,https://www.tiktok.com/@skyecolefit/video/6925062747965148422?lang=en,39200,1182,301,391400
sharonbainess,6780043371487953925,6925084241919347974,#dior #diorunboxing #diorring #fyp #foryoupage #fypシ #viral #lockdown,1612371832,12,https://www.tiktok.com/@sharonbainess/video/6925084241919347974?lang=en,49700,2263,263,437600
ktoctopus,6916533721453839366,6924129102777617669,New multimedia piece in the works #art #artist #tutorials #painting #wip #paint #howto #cartoon #magic #coloredpencil #acrylicpainting,1612149452,59,https://www.tiktok.com/@ktoctopus/video/6924129102777617669?lang=en,300500,839,603,1200000
miss..dior,6855741816818779141,6924428795424378117,anyone got 5s? 😏 I did 4 sets of 15 for each variation this day 🥵 #pullday #gym #biceps #liftingweights fit: @nothingtoprove 💗,1612219225,15,https://www.tiktok.com/@miss..dior/video/6924428795424378117?lang=en,221,8,8,5283
simonecomesalive,6747486977564853253,6925037106049879302,ask and you shall receive 🤍 Reply to @pissbedvan #dress #GetReadyWithOldSpice #vintage #gogo #60s,1612360861,15,https://www.tiktok.com/@simonecomesalive/video/6925037106049879302?lang=en,18300,135,260,89300
zar_xoxo,3022085,6924340213506395397,#collegelife #wintersports #wintermagic #winterfashion,1612198599,5,https://www.tiktok.com/@zar_xoxo/video/6924340213506395397?lang=en,320,21,3,4741
hannahharrell,6957055,6924781072203156742,Reply to @__.eloo__ I just like wearing b&w 🥰,1612301244,15,https://www.tiktok.com/@hannahharrell/video/6924781072203156742?lang=en,38700,249,336,309500
groovybimbo,6689934179754443781,6924887602881449221,#wakeup #wlw #gay #painting,1612326061,8,https://www.tiktok.com/@groovybimbo/video/6924887602881449221?lang=en,655,1,10,5267
sarahxnoelle,6798696027509392390,6924815082320923910,"Jokes on you, I really had first and second breakfast first. Yes my room is messy, yes I keep a coffee maker in my room #morningroutine",1612309166,13,https://www.tiktok.com/@sarahxnoelle/video/6924815082320923910?lang=en,390,11,13,4229
grammieangel,6891324783633269766,6924711278346849542,Show and tell of family heirlooms #grandma #italian #pyrex #fyp,1612284995,42,https://www.tiktok.com/@grammieangel/video/6924711278346849542?lang=en,774200,6938,10300,2900000
withinthegrove,6778167829822276614,6924695479573908742,A complete pantry makeover in 60 seconds that you have to see to believe. Find more details on our Instagram! #pantry #diy #makeover #diyproject #fyp,1612281318,59,https://www.tiktok.com/@withinthegrove/video/6924695479573908742?lang=en,644800,35300,3655,3700000
legallycaroline,6819360454357697541,6924771494761336069,i don’t even think of myself as an influencer #influencertips #brandcollab #instragramtips #brandcollabs #ThisorThatSBLV #influencermarketing #free,1612299015,13,https://www.tiktok.com/@legallycaroline/video/6924771494761336069?lang=en,32600,230,686,139800
harrisonfisher69,6923721055703221253,6924544109558385925,Y’all are crazy for this😳😂💀🥵📱💦 #fy #coding #computerscience #cs #vibe #college,1612246101,11,https://www.tiktok.com/@harrisonfisher69/video/6924544109558385925?lang=en,739000,17800,9828,5600000
morgan.oneall,6604644049726488581,6924339554312932613,Reply to @minecraftbabe i will answer more questions! the reasons i added the ending is because most gummies say dietary supplement #weightloss #fyp,1612198446,59,https://www.tiktok.com/@morgan.oneall/video/6924339554312932613?lang=en,11500,259,107,109400
teriyakimegan,6735923046111183878,6924430755468741893,sound so addicting #fyp,1612219681,13,https://www.tiktok.com/@teriyakimegan/video/6924430755468741893?lang=en,442500,9933,3388,2000000
imp_of_the_perverse,6756218069284094981,6923684114684054789,#inverted #americanoinmilano #blue,1612045840,40,https://www.tiktok.com/@imp_of_the_perverse/video/6923684114684054789?lang=en,219300,6446,1310,1100000
summerrachelwarren,6795767580415820805,6924166272389336325,Reply to @picklesandramen what emojis should I do next? @revolve #fyp,1612158121,14,https://www.tiktok.com/@summerrachelwarren/video/6924166272389336325?lang=en,11400,50,89,82500
jellyofmelly,6655406249809346565,6921125100058135813,awareness is🔑!! do some research!🧠 (PS there are a lot more types of EDs) #edawareness#edrecovery#mentalhealth#mentalhealthawareness#anxiety#adhd#ed,1611450026,15,https://www.tiktok.com/@jellyofmelly/video/6921125100058135813?lang=en,30800,387,525,153700
lilrotini,6675679188656522245,6924390024792378630,trying to make ugly clothes cute again #corset #ootd,1612210197,41,https://www.tiktok.com/@lilrotini/video/6924390024792378630?lang=en,443400,2630,1666,1500000
seganmullivan,12016480,6924069269043023109,how to have endless boba for cheap 🥰 sorry part two is up now cooking it and making tea! #boba #thaimilktea #bobapearls,1612135517,59,https://www.tiktok.com/@seganmullivan/video/6924069269043023109?lang=en,6209,106,28,67600
evelilythrifts,6835369221008294917,6924354264311532806,Reply to @ellacrumleyy this how I did it :),1612201870,17,https://www.tiktok.com/@evelilythrifts/video/6924354264311532806?lang=en,165800,4333,516,1100000
sharm4ine,164294645546565632,6924199635300977925,Reply to @sharm4ine  feel free to join :) #fashion #style #creative #sewing #sew,1612165896,7,https://www.tiktok.com/@sharm4ine/video/6924199635300977925?lang=en,1926,29,68,11200
anniemayli,6646137065372549126,6924066582754888965,,1612134891,10,https://www.tiktok.com/@anniemayli/video/6924066582754888965?lang=en,668,0,21,5622
remytheratismybae,6702481333799830534,6924078777270144262,hey queen do u wanna have a sleepover 😁💘 @taliestiktok,1612137733,15,https://www.tiktok.com/@remytheratismybae/video/6924078777270144262?lang=en,368700,1167,630,1800000
ryanreadthrive,6797810993504011266,6923258823838846214,@daisykeech review! Love her!,1611946818,24,https://www.tiktok.com/@ryanreadthrive/video/6923258823838846214?lang=en,23600,150,107,164800
itshannahrae,6801915776603309061,6924110706933583110,Tutorial is on its way !! #fyp #sew #tutorial #sewing #design #GEICOLipSync #style,1612145168,6,https://www.tiktok.com/@itshannahrae/video/6924110706933583110?lang=en,650,0,6,6389
rootedinspice,6876150064461988870,6924029370638159110,"Sry desi tiktok, it needed to be said. Bhindi (okra) recipe on IG #veganrecipes #easyrecipes  #healthyrecipes #okra #bhindi #desifood #oldface",1612126225,29,https://www.tiktok.com/@rootedinspice/video/6924029370638159110?lang=en,112400,1354,1603,554700
strawberryshortcake.luv,2890661,6924042523677756678,WARNING::::Aquired Taste😱😱 #fyp#fashiontiktok#brown#cute#asfuck,1612129288,32,https://www.tiktok.com/@strawberryshortcake.luv/video/6924042523677756678?lang=en,125000,767,872,397700
makleko,2848908,6923001792385092869,please tell me this isn’t just me,1611886980,7,https://www.tiktok.com/@makleko/video/6923001792385092869?lang=en,693300,9675,5244,3500000
evelilythrifts,6835369221008294917,6923975218876714246,Reply to @mercy_2020 which aesthetic are you? #valentinesfit #valentinesdayfit,1612113617,17,https://www.tiktok.com/@evelilythrifts/video/6923975218876714246?lang=en,75500,702,407,345800
andreamartinez2278,6750148824440570885,6923757576085572869,I still love her dance and I still remember some of the moves by heart lol #sweet16 #quince #bailesorpresa #fyp #quincanera,1612062947,26,https://www.tiktok.com/@andreamartinez2278/video/6923757576085572869?lang=en,91000,1149,1019,669000
slowgarments,6771146331551712261,6923264449998589190,The love heart top #sustainablefashion #ethicalfashion #ethicalstyle #lovehearttop #sustainablestyle #ethical #sustainable #love #top #tieuptop #fun,1611948127,29,https://www.tiktok.com/@slowgarments/video/6923264449998589190?lang=en,7131,29,107,42100
moeblackx,6779765738942399494,6923260152195976453,i didn’t do shoes but next time i will hehe #fy #fatethewinxsaga #winxclub #howiwouldstyle,1611947128,59,https://www.tiktok.com/@moeblackx/video/6923260152195976453?lang=en,45500,270,456,185100
oceanpleasant,6778932417682408454,6916315306814196998,Earth Sign Anthem by yours truly 💚,1610330160,35,https://www.tiktok.com/@oceanpleasant/video/6916315306814196998?lang=en,430500,19800,10500,2000000
krysten_wags,6757083570362369030,6923326735941389573,if #kendalljenner is your inspo and you’re looking for swimwear PLS,1611962630,44,https://www.tiktok.com/@krysten_wags/video/6923326735941389573?lang=en,9501,88,59,215900
aj_darling_,6744565791137596421,6923226154967108869,Made myself a rug to daydream on ☁️✨ full process video is linked in my bio 🥰 #tufting #tuftinggun #interiordesign,1611939213,27,https://www.tiktok.com/@aj_darling_/video/6923226154967108869?lang=en,71700,922,635,290000
lexharlee,6725500559137391622,6918836014194642181,a moment of silence for these pants,1610917054,15,https://www.tiktok.com/@lexharlee/video/6918836014194642181?lang=en,671200,21700,8879,2800000
victorsebastians,6734345074413421573,6923699129398971654,I’m I wrong 😂 pt2 #comedy #latino #puertorico #fyp,1612049338,59,https://www.tiktok.com/@victorsebastians/video/6923699129398971654?lang=en,248300,10200,2956,995800
joni_lin,6751036908820907014,6922246061503384838,FINALLY,1611711021,56,https://www.tiktok.com/@joni_lin/video/6922246061503384838?lang=en,2333,28,57,27500
charlottedalessio,6715534421137081349,6922331349277805830,@bananablue17 @josiemariecanseco,1611730907,19,https://www.tiktok.com/@charlottedalessio/video/6922331349277805830?lang=en,38000,371,197,274600
cousincolton,6754074867287491589,6923649407078518022,We tried 💅🏼💅🏼 #NatashaZinko #fashion #cool,1612037757,6,https://www.tiktok.com/@cousincolton/video/6923649407078518022?lang=en,6476,25,57,53400
trokonzah,6815918535798424582,6923194985957395718,"English words in Spanish? Spanish speakers, correct any that you’d say differently. Lol #spanish #english #spanglish #accentchallenge #fyp",1611931959,32,https://www.tiktok.com/@trokonzah/video/6923194985957395718?lang=en,20000,203,512,71500
amyenvoyage,6764819898423968774,6923475294347119878,Would you like to dine in a cave? #italiansdoitbetter #luxurytravel #travelblogger #travelinspiration #traveltips #italytravel #bucketlist,1611997242,11,https://www.tiktok.com/@amyenvoyage/video/6923475294347119878?lang=en,306300,17000,2243,2000000
rootedinspice,6876150064461988870,6922995728604286214,See ya popcorn 👋🏽😕 #makhana #poppedwaterlilyseeds #popcorn #tajin #healthysnacks #easyrecipes #healthyrecipe #desifood #roundofapplause,1611885567,30,https://www.tiktok.com/@rootedinspice/video/6922995728604286214?lang=en,32100,1958,351,180800
glowupu,6844503065686475782,6922586326613216517,3 loungewear staples that will CHANGE your life 🤩🥳 #loungewear #sweatpants #fashion #styletips #learnontiktok #tiktokpartner #clf2020taughtme #style,1611790243,46,https://www.tiktok.com/@glowupu/video/6922586326613216517?lang=en,7467,106,51,64700
phlippingourhome,6836125877932786693,6922513934704561414,Laundry Room progress Pt.2 - tiling #homereno #laundryroommakeover #laundryroomrenovation #laundryroomdiy #homerenovation #fyp #tiling #tilework,1611773386,58,https://www.tiktok.com/@phlippingourhome/video/6922513934704561414?lang=en,830000,3174,1333,4500000
jiwonparkxo,6769723530374464518,6923382378274589958,so much happening in background,1611975590,15,https://www.tiktok.com/@jiwonparkxo/video/6923382378274589958?lang=en,18300,251,160,215400
sa_tuko,6623724380735209473,6862277231780089089,what's in my bag👜　#カバンの中身紹介,1597748435,5,https://www.tiktok.com/@sa_tuko/video/6862277231780089089?lang=en,18800,120,102,190700
ch.e31,6750673438819517446,6913659454588259589,a lil what’s in my bag vid bc i love watching these 🧡📩 what’s in ur bag?! #whatsinmybag #minivlog #snoopy #sustainability #dailyvlog,1609711794,30,https://www.tiktok.com/@ch.e31/video/6913659454588259589?lang=en,16600,126,147,72800
teresalauracaruso,6722618095775794181,6859121523601476870,My beach bag must-haves! ☀️#learnontiktok #summer2020 #musthaves #amazon #tiktokpartner,1597013685,22,https://www.tiktok.com/@teresalauracaruso/video/6859121523601476870?lang=en,72000,513,170,678700
hotpeopledontpoop,6805396851895354373,6923300917609630981,ib the cutest ever @_sxr_ 🥺 #viviennewestwood #nanaosaki #nanakomatsu #nanaanime #fashion #thrifted #fyp #foryou,1611956619,8,https://www.tiktok.com/@hotpeopledontpoop/video/6923300917609630981?lang=en,2037,10,51,7303
maggie_mccormack,6752691918796456966,6923280286046457093,Nicki said it best. #mystyle #fashiontiktok,1611951814,6,https://www.tiktok.com/@maggie_mccormack/video/6923280286046457093?lang=en,7544,46,154,46900
calikate209_,187538443428847616,6923302704295038214,So many perks I swear #barista #baristaproblems,1611957036,43,https://www.tiktok.com/@calikate209_/video/6923302704295038214?lang=en,290300,1164,0,2000000
nahgann,21643783,6923192072040107269,this audio again,1611931279,11,https://www.tiktok.com/@nahgann/video/6923192072040107269?lang=en,670100,6108,11800,3000000
merizzledizzl,6642707592874573830,6923212954255002885,hope she’s doing well but I have many stories like this 😂 #fyp #foryou,1611936139,33,https://www.tiktok.com/@merizzledizzl/video/6923212954255002885?lang=en,990,6,18,8896
miss..dior,6855741816818779141,6920065305922325765,are you guys going to give this one a try? 😳🙏🏼 outfit @nothingtoprove 💗 #gym #triples #visionboard #fitnessroutine #fullbodyworkout,1611203282,59,https://www.tiktok.com/@miss..dior/video/6920065305922325765?lang=en,1377,25,32,17900
natashahmedx,6768483314926208006,6905738075876674817,jewellery collection :) #MONCLERBUBBLEUP #MerryBOSSmas #JimJammin #fyp,1607867443,12,https://www.tiktok.com/@natashahmedx/video/6905738075876674817?lang=en,16900,212,143,91500
harry6443,6610849936270999558,6920780248955014406,Too easy 💰 #engineering #tesla #math #physics #college,1611369736,27,https://www.tiktok.com/@harry6443/video/6920780248955014406?lang=en,445000,6601,1283,2800000
emilystardust,6723037433871516677,6922977147036388613,"My first day with Sock & Cheese 🥰 This worked for us, I’m not promoting it as the best or perfect method! #axolotl #herpetology #aquarium #exoticpets",1611881239,28,https://www.tiktok.com/@emilystardust/video/6922977147036388613?lang=en,2200000,35000,20400,8400000
becca.elle,6664349036961906693,6922931576279993606,anyways so it’s a groutfit kinda day 🐰 #groutfit,1611870625,6,https://www.tiktok.com/@becca.elle/video/6922931576279993606?lang=en,11400,9,35,59700
peachtechie,6870924253807641606,6922505171545197830,#duet with @jenniferjeppssson do you think it's accurate? 🤔 #programming #coding #developer #codinglife #tech #nerdjokes #compsci #softwareengineer,1611771346,15,https://www.tiktok.com/@peachtechie/video/6922505171545197830?lang=en,26100,994,753,283900
tayloranderson.n,6772325566331945990,6922942001914612997,This week on assuming a woman is dumb bc she’s pretty #fyp #rant #men #baddie #womeninstem,1611873053,7,https://www.tiktok.com/@tayloranderson.n/video/6922942001914612997?lang=en,5550,14,279,101000
katie_lalinde,6809695383276815365,6922917165381307653,GRWM day 2- will be asking about the ring y’all chill #lovestory #fallinginlove #coworker #workhusband #grwm #fyp,1611867271,40,https://www.tiktok.com/@katie_lalinde/video/6922917165381307653?lang=en,440300,952,1773,4600000
teammoefitness,6731369635030254598,6919922567566331142,#greenscreenvideo #thicktok #thickchallenge #flatterstomach #snatched #waistline #weightloss,1611170037,58,https://www.tiktok.com/@teammoefitness/video/6919922567566331142?lang=en,3500000,372900,20900,14800000
uhtatiana,6576392962514993154,6920744445344320774,its been exactly one year since our most viral video so i thought id finally remake it;bb also ty guys for 133k<333,1611361400,55,https://www.tiktok.com/@uhtatiana/video/6920744445344320774?lang=en,2300000,87000,6552,11600000
ilovemonster1996,341385,6922900074930392326,going to go get a smoothie ⁉️,1611863290,5,https://www.tiktok.com/@ilovemonster1996/video/6922900074930392326?lang=en,3906,41,182,22000
revemtl,6775315594197058566,6922900064406981894,an absolute embarrassment #clubkids #xyzbca #somebodytolove #cringe,1611863288,6,https://www.tiktok.com/@revemtl/video/6922900064406981894?lang=en,2344,282,52,67600
plantuncle,6745992083516441606,6922179520611044613,what would happen to your zodiac sign in a horror movie ??? #zodiac #horoscope #horrorfilm #signs #foryoupage #fyp,1611695527,57,https://www.tiktok.com/@plantuncle/video/6922179520611044613?lang=en,171000,7692,4208,596200
yourdadsinlovewithme,6671718428962865158,6922877407535844614,My type 😍 #yuuuuuuuh #SwitchTheChobaniFlip,1611858013,8,https://www.tiktok.com/@yourdadsinlovewithme/video/6922877407535844614?lang=en,50500,2196,873,194400
